,AAPL,GOOG,MSFT
2026-02-17 14:30:00+00:00,256.44000244140625,,396.9949951171875
2026-02-17 14:31:00+00:00,257.9800109863281,,397.8399963378906
2026-02-17 14:32:00+00:00,258.0849914550781,,398.4100036621094
2026-02-17 14:33:00+00:00,258.7900085449219,,398.7799987792969
2026-02-17 14:34:00+00:00,258.70001220703125,,399.3800048828125
2026-02-17 14:35:00+00:00,258.9800109863281,,399.16400146484375
2026-02-17 14:36:00+00:00,259.489990234375,,399.1700134277344
2026-02-17 14:37:00+00:00,259.3900146484375,,399.4649963378906
2026-02-17 14:38:00+00:00,259.3099060058594,,399.20001220703125
2026-02-17 14:39:00+00:00,259.0199890136719,,398.75
2026-02-17 14:40:00+00:00,258.7699890136719,,399.45001220703125
2026-02-17 14:41:00+00:00,259.19500732421875,,398.7500915527344
2026-02-17 14:42:00+00:00,259.6199951171875,,399.0
2026-02-17 14:43:00+00:00,259.2950134277344,,397.6449890136719
2026-02-17 14:44:00+00:00,258.9599914550781,,397.625
2026-02-17 14:45:00+00:00,258.635009765625,,397.56500244140625
2026-02-17 14:46:00+00:00,259.4100036621094,,396.9849853515625
2026-02-17 14:47:00+00:00,259.42498779296875,,395.54998779296875
2026-02-17 14:48:00+00:00,259.29998779296875,,396.0050048828125
2026-02-17 14:49:00+00:00,259.2900085449219,,396.81500244140625
2026-02-17 14:50:00+00:00,259.4549865722656,,395.8450012207031
2026-02-17 14:51:00+00:00,258.95001220703125,,395.5299987792969
2026-02-17 14:52:00+00:00,259.05999755859375,,395.32000732421875
2026-02-17 14:53:00+00:00,258.6499938964844,,395.25
2026-02-17 14:54:00+00:00,259.09991455078125,,395.5899963378906
2026-02-17 14:55:00+00:00,258.6600036621094,,395.125
2026-02-17 14:56:00+00:00,258.79998779296875,,394.7099914550781
2026-02-17 14:57:00+00:00,258.94500732421875,,395.05999755859375
2026-02-17 14:58:00+00:00,258.6000061035156,,395.20001220703125
2026-02-17 14:59:00+00:00,258.6000061035156,,395.19000244140625
2026-02-17 15:00:00+00:00,259.0400085449219,,395.30999755859375
2026-02-17 15:01:00+00:00,259.07000732421875,,395.8299865722656
2026-02-17 15:02:00+00:00,259.5,,396.1650085449219
2026-02-17 15:03:00+00:00,259.5899963378906,,396.8299865722656
2026-02-17 15:04:00+00:00,259.5,,397.0
2026-02-17 15:05:00+00:00,259.4949951171875,,396.8299865722656
2026-02-17 15:06:00+00:00,259.5201110839844,,397.4375
2026-02-17 15:07:00+00:00,259.489990234375,,397.5
2026-02-17 15:08:00+00:00,259.4601135253906,,396.8599853515625
2026-02-17 15:09:00+00:00,259.6300048828125,,396.8699951171875
2026-02-17 15:10:00+00:00,259.4200134277344,,397.1050109863281
2026-02-17 15:11:00+00:00,259.614990234375,,396.05999755859375
2026-02-17 15:12:00+00:00,259.6099853515625,,396.6700134277344
2026-02-17 15:13:00+00:00,259.79998779296875,,396.6549987792969
2026-02-17 15:14:00+00:00,259.81500244140625,,396.5050048828125
2026-02-17 15:15:00+00:00,260.1600036621094,,397.239990234375
2026-02-17 15:16:00+00:00,260.4549865722656,,397.95001220703125
2026-02-17 15:17:00+00:00,260.5249938964844,,397.92999267578125
2026-02-17 15:18:00+00:00,261.30999755859375,,398.0950012207031
2026-02-17 15:19:00+00:00,261.260009765625,,398.0799865722656
2026-02-17 15:20:00+00:00,261.1499938964844,,397.739990234375
2026-02-17 15:21:00+00:00,260.864990234375,,397.45001220703125
2026-02-17 15:22:00+00:00,260.3699951171875,,396.95001220703125
2026-02-17 15:23:00+00:00,260.1200866699219,,397.1099853515625
2026-02-17 15:24:00+00:00,260.090087890625,,396.9700012207031
2026-02-17 15:25:00+00:00,259.8800048828125,,396.6000061035156
2026-02-17 15:26:00+00:00,260.0400085449219,,396.7974853515625
2026-02-17 15:27:00+00:00,260.010009765625,,396.5799865722656
2026-02-17 15:28:00+00:00,259.6650085449219,,396.94500732421875
2026-02-17 15:29:00+00:00,259.6400146484375,,396.8999938964844
2026-02-17 15:30:00+00:00,259.4800109863281,,396.29998779296875
2026-02-17 15:31:00+00:00,259.17498779296875,,396.66009521484375
2026-02-17 15:32:00+00:00,259.15008544921875,,396.1199951171875
2026-02-17 15:33:00+00:00,259.2200012207031,,396.1885986328125
2026-02-17 15:34:00+00:00,259.510009765625,,395.760009765625
2026-02-17 15:35:00+00:00,259.5201110839844,,396.04998779296875
2026-02-17 15:36:00+00:00,259.635009765625,,396.4649963378906
2026-02-17 15:37:00+00:00,259.55999755859375,,396.07000732421875
2026-02-17 15:38:00+00:00,259.4200134277344,,396.1600036621094
2026-02-17 15:39:00+00:00,259.5899963378906,,395.5899963378906
2026-02-17 15:40:00+00:00,259.8299865722656,,396.239990234375
2026-02-17 15:41:00+00:00,259.5799865722656,,396.07000732421875
2026-02-17 15:42:00+00:00,259.614990234375,,396.42498779296875
2026-02-17 15:43:00+00:00,259.760009765625,,396.6700134277344
2026-02-17 15:44:00+00:00,259.75,,396.760009765625
2026-02-17 15:45:00+00:00,259.92498779296875,,397.1239929199219
2026-02-17 15:46:00+00:00,259.82000732421875,,396.99029541015625
2026-02-17 15:47:00+00:00,260.0899963378906,,397.760009765625
2026-02-17 15:48:00+00:00,259.8800048828125,,397.4049987792969
2026-02-17 15:49:00+00:00,260.01141357421875,,397.55499267578125
2026-02-17 15:50:00+00:00,259.7850036621094,,397.4049987792969
2026-02-17 15:51:00+00:00,259.82000732421875,,397.802001953125
2026-02-17 15:52:00+00:00,259.2091064453125,,397.6300048828125
2026-02-17 15:53:00+00:00,259.2950134277344,,398.0400085449219
2026-02-17 15:54:00+00:00,259.1600036621094,,398.0
2026-02-17 15:55:00+00:00,259.0400085449219,,398.2300109863281
2026-02-17 15:56:00+00:00,259.2950134277344,,397.7449951171875
2026-02-17 15:57:00+00:00,258.8500061035156,,397.29998779296875
2026-02-17 15:58:00+00:00,259.260009765625,,397.67999267578125
2026-02-17 15:59:00+00:00,259.1481018066406,,397.739990234375
2026-02-17 16:00:00+00:00,258.8800048828125,,397.81500244140625
2026-02-17 16:01:00+00:00,259.42999267578125,,398.3299865722656
2026-02-17 16:02:00+00:00,259.40008544921875,,398.2698974609375
2026-02-17 16:03:00+00:00,259.5,,398.17999267578125
2026-02-17 16:04:00+00:00,259.1824951171875,,398.32000732421875
2026-02-17 16:05:00+00:00,259.4849853515625,,398.92999267578125
2026-02-17 16:06:00+00:00,259.4150085449219,,398.79998779296875
2026-02-17 16:07:00+00:00,259.489990234375,,398.8999938964844
2026-02-17 16:08:00+00:00,259.864990234375,,399.1600036621094
2026-02-17 16:09:00+00:00,259.7799987792969,,399.2200012207031
2026-02-17 16:10:00+00:00,259.78240966796875,,399.3550109863281
2026-02-17 16:11:00+00:00,259.989990234375,,399.6199951171875
2026-02-17 16:12:00+00:00,259.8900146484375,,399.8699951171875
2026-02-17 16:13:00+00:00,260.2715148925781,,400.2650146484375
2026-02-17 16:14:00+00:00,260.4049987792969,,399.8399963378906
2026-02-17 16:15:00+00:00,260.489990234375,,399.8500061035156
2026-02-17 16:16:00+00:00,260.17999267578125,,399.6300048828125
2026-02-17 16:17:00+00:00,260.32000732421875,,399.6099853515625
2026-02-17 16:18:00+00:00,260.29998779296875,,400.1893005371094
2026-02-17 16:19:00+00:00,260.510009765625,,400.25
2026-02-17 16:20:00+00:00,260.6499938964844,,399.8299865722656
2026-02-17 16:21:00+00:00,260.6549987792969,,399.8599853515625
2026-02-17 16:22:00+00:00,260.67999267578125,,399.9599914550781
2026-02-17 16:23:00+00:00,260.81500244140625,,399.8949890136719
2026-02-17 16:24:00+00:00,260.8699951171875,,400.0350036621094
2026-02-17 16:25:00+00:00,260.7200012207031,,399.7373046875
2026-02-17 16:26:00+00:00,260.65380859375,,399.5199890136719
2026-02-17 16:27:00+00:00,260.6319885253906,,399.1050109863281
2026-02-17 16:28:00+00:00,260.598388671875,,399.260009765625
2026-02-17 16:29:00+00:00,260.2650146484375,,398.8900146484375
