,AAPL,GOOG,MSFT
2025-09-04 13:30:00+00:00,238.3699951171875,229.49000549316406,
2025-09-04 13:31:00+00:00,237.3498992919922,229.4387969970703,
2025-09-04 13:32:00+00:00,237.4149932861328,229.6300048828125,
2025-09-04 13:33:00+00:00,237.94000244140625,230.63600158691406,
2025-09-04 13:34:00+00:00,237.85580444335938,230.69000244140625,
2025-09-04 13:35:00+00:00,237.39999389648438,229.80499267578125,
2025-09-04 13:36:00+00:00,237.11000061035156,230.11000061035156,
2025-09-04 13:37:00+00:00,237.2841033935547,229.8350067138672,
2025-09-04 13:38:00+00:00,237.22000122070312,229.39999389648438,
2025-09-04 13:39:00+00:00,237.5345001220703,229.60169982910156,
2025-09-04 13:40:00+00:00,237.73500061035156,228.97500610351562,
2025-09-04 13:41:00+00:00,237.64999389648438,228.7100067138672,
2025-09-04 13:42:00+00:00,237.64999389648438,228.5771026611328,
2025-09-04 13:43:00+00:00,238.0,228.57620239257812,
2025-09-04 13:44:00+00:00,238.3437957763672,228.53219604492188,
2025-09-04 13:45:00+00:00,238.3699951171875,228.4250030517578,
2025-09-04 13:46:00+00:00,238.60000610351562,228.24000549316406,
2025-09-04 13:47:00+00:00,239.45880126953125,228.35000610351562,
2025-09-04 13:48:00+00:00,239.33999633789062,227.94200134277344,
2025-09-04 13:49:00+00:00,239.5,228.2899932861328,
2025-09-04 13:50:00+00:00,239.3300018310547,228.5399932861328,
2025-09-04 13:51:00+00:00,239.60000610351562,228.48500061035156,
2025-09-04 13:52:00+00:00,239.5800018310547,228.13999938964844,
2025-09-04 13:53:00+00:00,239.6300048828125,228.13999938964844,
2025-09-04 13:54:00+00:00,239.11500549316406,227.8699951171875,
2025-09-04 13:55:00+00:00,239.15499877929688,227.8699951171875,
2025-09-04 13:56:00+00:00,239.49000549316406,228.29159545898438,
2025-09-04 13:57:00+00:00,239.49000549316406,228.5906982421875,
2025-09-04 13:58:00+00:00,239.59500122070312,228.44000244140625,
2025-09-04 13:59:00+00:00,239.52000427246094,228.10000610351562,
2025-09-04 14:00:00+00:00,239.35000610351562,227.83450317382812,
2025-09-04 14:01:00+00:00,238.94000244140625,227.77499389648438,
2025-09-04 14:02:00+00:00,239.00999450683594,227.55999755859375,
2025-09-04 14:03:00+00:00,238.5399932861328,227.52499389648438,
2025-09-04 14:04:00+00:00,238.46499633789062,227.49000549316406,
2025-09-04 14:05:00+00:00,238.17999267578125,227.74000549316406,
2025-09-04 14:06:00+00:00,238.17999267578125,227.74000549316406,
2025-09-04 14:07:00+00:00,238.39999389648438,227.91000366210938,
2025-09-04 14:08:00+00:00,238.13499450683594,228.0449981689453,
2025-09-04 14:09:00+00:00,238.23500061035156,228.13999938964844,
2025-09-04 14:10:00+00:00,238.16000366210938,227.74000549316406,
2025-09-04 14:11:00+00:00,238.1699981689453,227.8300018310547,
2025-09-04 14:12:00+00:00,238.36000061035156,227.88999938964844,
2025-09-04 14:13:00+00:00,238.125,227.74000549316406,
2025-09-04 14:14:00+00:00,238.0500946044922,227.3800048828125,
2025-09-04 14:15:00+00:00,237.75,227.1199951171875,
2025-09-04 14:16:00+00:00,237.69500732421875,227.0500030517578,
2025-09-04 14:17:00+00:00,237.83999633789062,227.16000366210938,
2025-09-04 14:18:00+00:00,237.88999938964844,226.97999572753906,
2025-09-04 14:19:00+00:00,238.0850067138672,227.0399932861328,
