,AAPL,GOOG,MSFT
2025-11-18 14:30:00+00:00,270.57989501953125,,498.8185119628906
2025-11-18 14:31:00+00:00,269.3500061035156,,497.80999755859375
2025-11-18 14:32:00+00:00,269.57501220703125,,500.07000732421875
2025-11-18 14:33:00+00:00,269.3599853515625,,500.6199951171875
2025-11-18 14:34:00+00:00,269.1300048828125,,499.75
2025-11-18 14:35:00+00:00,269.2401123046875,,499.0249938964844
2025-11-18 14:36:00+00:00,269.489990234375,,499.80999755859375
2025-11-18 14:37:00+00:00,269.260009765625,,499.3550109863281
2025-11-18 14:38:00+00:00,268.6820983886719,,499.05999755859375
2025-11-18 14:39:00+00:00,268.5199890136719,,499.06939697265625
2025-11-18 14:40:00+00:00,268.4649963378906,,498.9700012207031
2025-11-18 14:41:00+00:00,268.04998779296875,,498.1099853515625
2025-11-18 14:42:00+00:00,267.8800048828125,,497.6733093261719
2025-11-18 14:43:00+00:00,268.05999755859375,,498.2699890136719
2025-11-18 14:44:00+00:00,267.79998779296875,,497.3699951171875
2025-11-18 14:45:00+00:00,268.6310119628906,,497.67999267578125
2025-11-18 14:46:00+00:00,268.29998779296875,,496.5799865722656
2025-11-18 14:47:00+00:00,267.6933898925781,,495.7149963378906
2025-11-18 14:48:00+00:00,267.42999267578125,,496.50408935546875
2025-11-18 14:49:00+00:00,266.81500244140625,,496.34149169921875
2025-11-18 14:50:00+00:00,267.19989013671875,,495.8999938964844
2025-11-18 14:51:00+00:00,266.739990234375,,495.57000732421875
2025-11-18 14:52:00+00:00,266.70001220703125,,495.6499938964844
2025-11-18 14:53:00+00:00,266.760009765625,,495.70001220703125
2025-11-18 14:54:00+00:00,266.7654113769531,,495.19500732421875
2025-11-18 14:55:00+00:00,266.8599853515625,,494.77099609375
2025-11-18 14:56:00+00:00,266.8500061035156,,493.3999938964844
2025-11-18 14:57:00+00:00,267.0400085449219,,493.8789978027344
2025-11-18 14:58:00+00:00,267.1000061035156,,494.0
2025-11-18 14:59:00+00:00,266.7300109863281,,493.989990234375
2025-11-18 15:00:00+00:00,267.05999755859375,,496.19500732421875
2025-11-18 15:01:00+00:00,266.94000244140625,,495.3800048828125
2025-11-18 15:02:00+00:00,266.7900085449219,,494.8840026855469
2025-11-18 15:03:00+00:00,267.010009765625,,493.07000732421875
2025-11-18 15:04:00+00:00,266.54998779296875,,493.260009765625
2025-11-18 15:05:00+00:00,266.2099914550781,,492.8999938964844
2025-11-18 15:06:00+00:00,266.4378967285156,,494.8800048828125
2025-11-18 15:07:00+00:00,266.7950134277344,,494.5299987792969
2025-11-18 15:08:00+00:00,266.77508544921875,,495.4549865722656
2025-11-18 15:09:00+00:00,266.8299865722656,,495.3900146484375
2025-11-18 15:10:00+00:00,266.7349853515625,,495.3500061035156
2025-11-18 15:11:00+00:00,266.25,,494.04998779296875
2025-11-18 15:12:00+00:00,266.32000732421875,,493.7749938964844
2025-11-18 15:13:00+00:00,266.4599914550781,,495.55999755859375
2025-11-18 15:14:00+00:00,266.5299987792969,,496.0299987792969
2025-11-18 15:15:00+00:00,266.2349853515625,,495.2749938964844
2025-11-18 15:16:00+00:00,265.8464050292969,,493.8949890136719
2025-11-18 15:17:00+00:00,265.53399658203125,,493.6499938964844
2025-11-18 15:18:00+00:00,265.5799865722656,,493.5350036621094
2025-11-18 15:19:00+00:00,266.1072082519531,,493.92510986328125
2025-11-18 15:20:00+00:00,266.7900085449219,,494.6499938964844
2025-11-18 15:21:00+00:00,267.1199951171875,,494.57000732421875
2025-11-18 15:22:00+00:00,267.43450927734375,,494.385009765625
2025-11-18 15:23:00+00:00,267.7300109863281,,494.57000732421875
2025-11-18 15:24:00+00:00,267.4649963378906,,494.060791015625
2025-11-18 15:25:00+00:00,267.65301513671875,,494.4071960449219
2025-11-18 15:26:00+00:00,267.8949890136719,,494.26458740234375
2025-11-18 15:27:00+00:00,267.8399963378906,,494.0799865722656
2025-11-18 15:28:00+00:00,267.6231994628906,,493.5849914550781
2025-11-18 15:29:00+00:00,267.6499938964844,,493.5400085449219
2025-11-18 15:30:00+00:00,268.0087890625,,493.8450012207031
2025-11-18 15:31:00+00:00,267.5899963378906,,493.20001220703125
2025-11-18 15:32:00+00:00,268.07000732421875,,493.760009765625
2025-11-18 15:33:00+00:00,267.9200134277344,,493.29998779296875
2025-11-18 15:34:00+00:00,267.8900146484375,,492.8475036621094
2025-11-18 15:35:00+00:00,267.5899963378906,,491.4800109863281
2025-11-18 15:36:00+00:00,267.5400085449219,,490.82000732421875
2025-11-18 15:37:00+00:00,267.2900085449219,,489.6050109863281
2025-11-18 15:38:00+00:00,267.3500061035156,,490.1000061035156
2025-11-18 15:39:00+00:00,267.29998779296875,,490.197998046875
2025-11-18 15:40:00+00:00,267.1650085449219,,489.92999267578125
2025-11-18 15:41:00+00:00,267.5425109863281,,490.5799865722656
2025-11-18 15:42:00+00:00,267.0799865722656,,490.0400085449219
2025-11-18 15:43:00+00:00,267.1499938964844,,489.9848937988281
2025-11-18 15:44:00+00:00,267.55999755859375,,490.79998779296875
2025-11-18 15:45:00+00:00,267.5899963378906,,490.2449951171875
2025-11-18 15:46:00+00:00,267.7300109863281,,490.3900146484375
2025-11-18 15:47:00+00:00,267.4200134277344,,490.44189453125
2025-11-18 15:48:00+00:00,267.2850036621094,,490.67999267578125
2025-11-18 15:49:00+00:00,267.20001220703125,,490.4700012207031
2025-11-18 15:50:00+00:00,266.8999938964844,,489.0799865722656
2025-11-18 15:51:00+00:00,267.01971435546875,,489.5199890136719
2025-11-18 15:52:00+00:00,267.0375061035156,,490.3550109863281
2025-11-18 15:53:00+00:00,266.8500061035156,,489.7699890136719
2025-11-18 15:54:00+00:00,266.8699951171875,,490.42999267578125
