,AAPL,GOOG,MSFT
2026-05-28 09:30:00-04:00,310.04998779296875,384.20001220703125,415.6099853515625
2026-05-28 09:31:00-04:00,310.0920104980469,384.0849914550781,417.7200012207031
2026-05-28 09:32:00-04:00,309.7799987792969,383.40008544921875,415.8399963378906
2026-05-28 09:33:00-04:00,309.9775085449219,382.4599914550781,415.3299865722656
2026-05-28 09:34:00-04:00,309.8299865722656,383.2699890136719,415.125
2026-05-28 09:35:00-04:00,309.8900146484375,383.843994140625,414.9700012207031
2026-05-28 09:36:00-04:00,309.9150085449219,383.8299865722656,414.8500061035156
2026-05-28 09:37:00-04:00,309.875,384.1449890136719,415.1499938964844
2026-05-28 09:38:00-04:00,310.1752014160156,384.6632080078125,415.49249267578125
2026-05-28 09:39:00-04:00,310.0400085449219,384.0,415.5199890136719
2026-05-28 09:40:00-04:00,310.27301025390625,383.95001220703125,416.8349914550781
2026-05-28 09:41:00-04:00,310.760009765625,383.92999267578125,417.32000732421875
2026-05-28 09:42:00-04:00,310.5799865722656,383.5799865722656,417.6700134277344
2026-05-28 09:43:00-04:00,310.7049865722656,383.4649963378906,417.8399963378906
