Datetime,AAPL,GOOG,MSFT
2026-08-03 09:30:00-04:00,309.76251220703125,364.6400146484375,
2026-08-03 09:31:00-04:00,306.3931884765625,366.1199951171875,
2026-08-03 09:32:00-04:00,305.8699951171875,367.2334899902344,
2026-08-03 09:33:00-04:00,308.2300109863281,368.57501220703125,
2026-08-03 09:34:00-04:00,308.2799987792969,367.8500061035156,
2026-08-03 09:35:00-04:00,307.75,369.4800109863281,
2026-08-03 09:36:00-04:00,307.2449951171875,369.31500244140625,
2026-08-03 09:37:00-04:00,307.0299987792969,368.7250061035156,
2026-08-03 09:38:00-04:00,306.8399963378906,370.17999267578125,
2026-08-03 09:39:00-04:00,306.9200134277344,371.0249938964844,
2026-08-03 09:40:00-04:00,307.9949951171875,371.6400146484375,
2026-08-03 09:41:00-04:00,307.67498779296875,371.29998779296875,
2026-08-03 09:42:00-04:00,307.2550048828125,371.4800109863281,
2026-08-03 09:43:00-04:00,306.6785888671875,372.1300048828125,
2026-08-03 09:44:00-04:00,306.135009765625,372.5899963378906,
2026-08-03 09:45:00-04:00,305.75048828125,373.489990234375,
2026-08-03 09:46:00-04:00,305.5950012207031,372.53009033203125,
2026-08-03 09:47:00-04:00,306.19500732421875,373.1000061035156,
2026-08-03 09:48:00-04:00,305.92999267578125,373.4549865722656,
2026-08-03 09:49:00-04:00,306.67999267578125,373.2950134277344,
2026-08-03 09:50:00-04:00,307.6300048828125,372.4100036621094,
2026-08-03 09:51:00-04:00,307.4494934082031,373.04998779296875,
2026-08-03 09:52:00-04:00,307.375,373.4549865722656,
2026-08-03 09:53:00-04:00,307.3399963378906,373.760009765625,
2026-08-03 09:54:00-04:00,308.2950134277344,373.7799987792969,
2026-08-03 09:55:00-04:00,307.82501220703125,373.9898986816406,
2026-08-03 09:56:00-04:00,307.2090148925781,372.9649963378906,
2026-08-03 09:57:00-04:00,306.5350036621094,372.5299987792969,
2026-08-03 09:58:00-04:00,306.239990234375,371.3599853515625,
2026-08-03 09:59:00-04:00,305.91900634765625,371.42498779296875,
2026-08-03 10:00:00-04:00,304.70001220703125,371.3500061035156,
2026-08-03 10:01:00-04:00,304.7200012207031,371.6449890136719,
2026-08-03 10:02:00-04:00,304.7200012207031,372.2200012207031,
2026-08-03 10:03:00-04:00,304.8251037597656,372.5,
2026-08-03 10:04:00-04:00,304.6000061035156,371.5899963378906,
2026-08-03 10:05:00-04:00,304.4949951171875,370.5,
2026-08-03 10:06:00-04:00,304.45001220703125,370.3299865722656,
2026-08-03 10:07:00-04:00,304.86749267578125,370.3999938964844,
2026-08-03 10:08:00-04:00,304.7149963378906,369.9700012207031,
2026-08-03 10:09:00-04:00,305.5299987792969,370.1499938964844,
2026-08-03 10:10:00-04:00,305.55999755859375,369.6600036621094,
2026-08-03 10:11:00-04:00,305.57501220703125,368.7900085449219,
2026-08-03 10:12:00-04:00,305.4400939941406,368.3999938964844,
2026-08-03 10:13:00-04:00,305.989990234375,368.8999938964844,
2026-08-03 10:14:00-04:00,306.510009765625,368.7699890136719,
2026-08-03 10:15:00-04:00,306.989990234375,368.69500732421875,
2026-08-03 10:16:00-04:00,306.3351135253906,368.375,
2026-08-03 10:17:00-04:00,306.40948486328125,367.84588623046875,
2026-08-03 10:18:00-04:00,306.29998779296875,367.75,
2026-08-03 10:19:00-04:00,306.2149963378906,367.7799987792969,
2026-08-03 10:20:00-04:00,305.7200012207031,367.4700012207031,
2026-08-03 10:21:00-04:00,305.8533935546875,367.7699890136719,
2026-08-03 10:22:00-04:00,305.69000244140625,368.0400085449219,
2026-08-03 10:23:00-04:00,305.82000732421875,368.30499267578125,
2026-08-03 10:24:00-04:00,306.010009765625,367.3699951171875,
2026-08-03 10:25:00-04:00,305.75,367.2900085449219,
2026-08-03 10:26:00-04:00,305.6499938964844,367.8299865722656,
2026-08-03 10:27:00-04:00,305.6401062011719,367.739990234375,
2026-08-03 10:28:00-04:00,305.7300109863281,367.7099914550781,
2026-08-03 10:29:00-04:00,305.55010986328125,367.4200134277344,
2026-08-03 10:30:00-04:00,305.59100341796875,367.82000732421875,
2026-08-03 10:31:00-04:00,305.56988525390625,367.3800048828125,
2026-08-03 10:32:00-04:00,305.3349914550781,367.389892578125,
2026-08-03 10:33:00-04:00,305.44500732421875,367.0350036621094,
2026-08-03 10:34:00-04:00,305.625,366.8598937988281,
2026-08-03 10:35:00-04:00,305.82501220703125,366.6050109863281,
2026-08-03 10:36:00-04:00,306.0849914550781,367.2449951171875,
2026-08-03 10:37:00-04:00,305.80999755859375,367.3949890136719,
2026-08-03 10:38:00-04:00,305.614990234375,367.79998779296875,
2026-08-03 10:39:00-04:00,305.5000915527344,367.7049865722656,
2026-08-03 10:40:00-04:00,305.44500732421875,367.67999267578125,
2026-08-03 10:41:00-04:00,305.68499755859375,367.79998779296875,
2026-08-03 10:42:00-04:00,305.7250061035156,368.2900085449219,
2026-08-03 10:43:00-04:00,305.80999755859375,368.4599914550781,
2026-08-03 10:44:00-04:00,305.7550048828125,368.1650085449219,
2026-08-03 10:45:00-04:00,306.2601013183594,368.0,
2026-08-03 10:46:00-04:00,305.93499755859375,367.95001220703125,
2026-08-03 10:47:00-04:00,305.6199951171875,368.0299987792969,
2026-08-03 10:48:00-04:00,305.3599853515625,368.0299987792969,
2026-08-03 10:49:00-04:00,305.2799987792969,368.0474853515625,
2026-08-03 10:50:00-04:00,305.3699951171875,367.4800109863281,
2026-08-03 10:51:00-04:00,305.4150085449219,367.2799987792969,
2026-08-03 10:52:00-04:00,305.7850036621094,367.52288818359375,
2026-08-03 10:53:00-04:00,305.69000244140625,367.9100036621094,
2026-08-03 10:54:00-04:00,305.4100036621094,367.8999938964844,
2026-08-03 10:55:00-04:00,305.1705017089844,367.80999755859375,
2026-08-03 10:56:00-04:00,305.2699890136719,368.3450012207031,
2026-08-03 10:57:00-04:00,305.110107421875,368.6000061035156,
