,AAPL,GOOG,MSFT
2025-12-16 14:30:00+00:00,,306.3598937988281,473.0950012207031
2025-12-16 14:31:00+00:00,,306.69000244140625,473.8349914550781
2025-12-16 14:32:00+00:00,,306.4750061035156,473.2149963378906
2025-12-16 14:33:00+00:00,,306.6499938964844,473.1099853515625
2025-12-16 14:34:00+00:00,,306.260009765625,473.31500244140625
2025-12-16 14:35:00+00:00,,305.7099914550781,473.065185546875
2025-12-16 14:36:00+00:00,,306.6099853515625,473.4750061035156
2025-12-16 14:37:00+00:00,,307.05999755859375,473.1050109863281
2025-12-16 14:38:00+00:00,,306.8500061035156,472.8299865722656
2025-12-16 14:39:00+00:00,,307.3800048828125,472.5350036621094
2025-12-16 14:40:00+00:00,,307.3500061035156,471.8550109863281
2025-12-16 14:41:00+00:00,,307.5199890136719,471.8280029296875
2025-12-16 14:42:00+00:00,,307.70001220703125,472.17999267578125
2025-12-16 14:43:00+00:00,,307.5350036621094,472.07000732421875
2025-12-16 14:44:00+00:00,,307.57000732421875,472.3900146484375
2025-12-16 14:45:00+00:00,,307.3599853515625,472.2300109863281
2025-12-16 14:46:00+00:00,,307.7300109863281,472.19500732421875
2025-12-16 14:47:00+00:00,,308.489990234375,473.2349853515625
2025-12-16 14:48:00+00:00,,308.5899963378906,473.1600036621094
2025-12-16 14:49:00+00:00,,308.6000061035156,473.75
2025-12-16 14:50:00+00:00,,309.44940185546875,474.5039978027344
2025-12-16 14:51:00+00:00,,309.6499938964844,474.0224914550781
2025-12-16 14:52:00+00:00,,309.8299865722656,473.6400146484375
2025-12-16 14:53:00+00:00,,309.7699890136719,473.8500061035156
2025-12-16 14:54:00+00:00,,309.70001220703125,473.79998779296875
2025-12-16 14:55:00+00:00,,310.0,474.44000244140625
2025-12-16 14:56:00+00:00,,310.0,474.489990234375
2025-12-16 14:57:00+00:00,,310.4599914550781,474.82000732421875
2025-12-16 14:58:00+00:00,,310.989990234375,474.9200134277344
2025-12-16 14:59:00+00:00,,310.9800109863281,474.8075866699219
2025-12-16 15:00:00+00:00,,311.6943054199219,474.54998779296875
2025-12-16 15:01:00+00:00,,311.3299865722656,474.260009765625
2025-12-16 15:02:00+00:00,,310.510009765625,474.07598876953125
2025-12-16 15:03:00+00:00,,310.18499755859375,473.74749755859375
2025-12-16 15:04:00+00:00,,310.7900085449219,474.2699890136719
2025-12-16 15:05:00+00:00,,310.6400146484375,474.1919860839844
2025-12-16 15:06:00+00:00,,310.98480224609375,474.54998779296875
2025-12-16 15:07:00+00:00,,310.9599914550781,475.0150146484375
2025-12-16 15:08:00+00:00,,310.2349853515625,474.9150085449219
2025-12-16 15:09:00+00:00,,309.30499267578125,474.2799987792969
2025-12-16 15:10:00+00:00,,309.0899963378906,474.1499938964844
2025-12-16 15:11:00+00:00,,309.6600036621094,474.70599365234375
2025-12-16 15:12:00+00:00,,309.70989990234375,474.6300048828125
2025-12-16 15:13:00+00:00,,309.20001220703125,474.20001220703125
2025-12-16 15:14:00+00:00,,309.4200134277344,474.3500061035156
2025-12-16 15:15:00+00:00,,309.17999267578125,474.05999755859375
2025-12-16 15:16:00+00:00,,309.2099914550781,474.2850036621094
2025-12-16 15:17:00+00:00,,308.6000061035156,474.4100036621094
2025-12-16 15:18:00+00:00,,308.5474853515625,474.3949890136719
2025-12-16 15:19:00+00:00,,308.8800048828125,474.4700012207031
2025-12-16 15:20:00+00:00,,308.92999267578125,474.44000244140625
2025-12-16 15:21:00+00:00,,308.9100036621094,474.07000732421875
2025-12-16 15:22:00+00:00,,308.8800048828125,474.114990234375
2025-12-16 15:23:00+00:00,,308.8623962402344,474.05999755859375
2025-12-16 15:24:00+00:00,,308.5799865722656,474.0299987792969
2025-12-16 15:25:00+00:00,,308.1099853515625,473.5199890136719
2025-12-16 15:26:00+00:00,,307.760009765625,473.3299865722656
2025-12-16 15:27:00+00:00,,307.8999938964844,473.260498046875
2025-12-16 15:28:00+00:00,,308.6700134277344,473.6449890136719
2025-12-16 15:29:00+00:00,,308.92999267578125,474.010009765625
2025-12-16 15:30:00+00:00,,309.0299987792969,473.93499755859375
2025-12-16 15:31:00+00:00,,309.25,474.5
2025-12-16 15:32:00+00:00,,309.2349853515625,474.17999267578125
2025-12-16 15:33:00+00:00,,308.875,473.489990234375
2025-12-16 15:34:00+00:00,,309.048095703125,473.3599853515625
2025-12-16 15:35:00+00:00,,308.8393859863281,473.2900085449219
2025-12-16 15:36:00+00:00,,308.7099914550781,472.95001220703125
2025-12-16 15:37:00+00:00,,308.30999755859375,472.739990234375
2025-12-16 15:38:00+00:00,,308.18438720703125,472.4049987792969
2025-12-16 15:39:00+00:00,,308.489990234375,472.7200012207031
